"","ridageyr","dmdeduc2","INDFMPIR","riagendr_1","race_1","race_2","race_3","race_4"
"2122",2.23606797749979,1.73205080756888,0.964365076099296,1,0,1,0,0
"2123",2.44948974278318,1.4142135623731,1.13578166916005,1,0,0,1,0
"2124",4,1.73205080756888,1.5556349186104,1,1,0,0,0
"2127",3.60555127546399,1,0.818535277187245,1,0,0,0,1
"2129",2,1.73205080756888,2.23606797749979,1,0,0,1,0
"2130",2,1.4142135623731,2.23606797749979,0,0,1,0,0
"2131",1,1.73205080756888,1.28062484748657,0,1,0,0,0
"2132",2.64575131106459,2,2.23606797749979,0,1,0,0,0
"2133",1.73205080756888,2,2.13072757526625,0,1,0,0,0
"2134",3.46410161513775,1,1.62788205960997,0,1,0,0,0
"2135",3.87298334620742,1,0.692820323027551,1,0,1,0,0
"2136",4.12310562561766,1.4142135623731,1.32664991614216,0,1,0,0,0
"2137",3.60555127546399,1.4142135623731,1.24498995979887,1,1,0,0,0
"2138",1.73205080756888,1.73205080756888,2.2,0,0,0,1,0
"2140",2.44948974278318,1.73205080756888,1.10453610171873,1,0,1,0,0
"2141",1.4142135623731,1.4142135623731,1.55884572681199,1,0,0,1,0
"2142",3.46410161513775,1.4142135623731,0.871779788708135,1,1,0,0,0
"2143",4.47213595499958,1.4142135623731,0.916515138991168,1,0,1,0,0
"2144",4.47213595499958,0,0.728010988928052,0,1,0,0,0
"2146",1,0,0.830662386291807,1,0,0,1,0
"2147",3.60555127546399,1.73205080756888,2.23606797749979,0,1,0,0,0
"2148",2.64575131106459,1.4142135623731,1.95192212959431,1,0,0,0,1
"2149",4.47213595499958,1.4142135623731,1.63401346383682,1,1,0,0,0
"2150",2.44948974278318,1.73205080756888,2.18403296678416,1,1,0,0,0
"2151",0,1.4142135623731,1.79443584449264,1,0,1,0,0
"2152",3.87298334620742,2,1.19582607431014,1,0,0,0,1
"2153",4,1.73205080756888,2.03224014329016,1,1,0,0,0
"2157",4.47213595499958,2,2.23606797749979,0,1,0,0,0
"2158",1.73205080756888,2,2.23606797749979,1,1,0,0,0
"2159",2.64575131106459,1.4142135623731,2.23606797749979,0,1,0,0,0
"2160",2.44948974278318,2,2.2,1,0,1,0,0
"2161",3.74165738677394,1.73205080756888,2.07364413533277,0,1,0,0,0
"2162",2.44948974278318,1.4142135623731,1.49331845230681,0,0,1,0,0
"2165",2.44948974278318,2,2.23606797749979,1,0,0,0,1
"2167",4.24264068711928,1.73205080756888,2.14709105535839,1,0,1,0,0
"2168",3.46410161513775,2,2.23606797749979,0,0,0,0,1
"2169",4.47213595499958,1.4142135623731,0.969535971483266,0,1,0,0,0
"2170",4.12310562561766,1.4142135623731,1.4247806848775,0,1,0,0,0
"2171",4.47213595499958,2,1.34164078649987,0,1,0,0,0
"2173",2.23606797749979,1.73205080756888,1.28062484748657,0,0,0,1,0
"2174",3.87298334620742,1,1.38924439894498,1,1,0,0,0
"2175",1.73205080756888,1.73205080756888,0.848528137423857,0,0,0,1,0
"2176",1.73205080756888,2,1.93649167310371,0,1,0,0,0
"2177",2.44948974278318,2,2.23606797749979,1,1,0,0,0
"2178",4.47213595499958,1.73205080756888,1.3076696830622,0,0,1,0,0
"2179",1.73205080756888,1.73205080756888,1.9672315572906,1,0,1,0,0
"2180",2.44948974278318,1,0.964365076099296,1,0,0,0,1
"2181",3.60555127546399,1.73205080756888,1.21655250605964,0,1,0,0,0
"2183",2.23606797749979,1.4142135623731,1.75214154679352,0,0,1,0,0
"2184",1.4142135623731,1.73205080756888,1.49331845230681,0,1,0,0,0
"2185",2.64575131106459,1.4142135623731,1.50332963783729,0,1,0,0,0
"2186",3,0,1.17473401244707,1,1,0,0,0
"2187",4.47213595499958,1,2.23606797749979,0,1,0,0,0
"2188",2.82842712474619,1,1.09087121146357,0,1,0,0,0
"2189",4.47213595499958,2,1.37477270848675,0,1,0,0,0
"2191",2.64575131106459,1,2.06155281280883,1,0,1,0,0
"2192",1.4142135623731,1.73205080756888,2.23606797749979,0,0,1,0,0
"2193",1.73205080756888,2,1.95192212959431,1,1,0,0,0
"2194",2.82842712474619,1.4142135623731,0.282842712474619,0,1,0,0,0
"2195",3,1.4142135623731,2.23606797749979,0,0,1,0,0
"2196",0,1.73205080756888,0.469041575982343,1,0,1,0,0
"2197",4.12310562561766,1.73205080756888,1.24096736459909,0,1,0,0,0
"2198",3.3166247903554,1.4142135623731,2.23606797749979,0,1,0,0,0
"2200",0,2,2.23606797749979,0,0,0,0,1
"2201",4.47213595499958,1.73205080756888,1.79443584449264,0,1,0,0,0
"2202",2,1.4142135623731,1.79443584449264,1,0,1,0,0
"2204",0,1,1.10905365064094,0,0,0,1,0
"2205",3.16227766016838,1.4142135623731,1.24899959967968,1,0,0,0,1
"2207",3.46410161513775,1,1.17046999107196,0,1,0,0,0
"2208",0,2,2.23606797749979,1,1,0,0,0
"2210",4.47213595499958,1,0.877496438739212,0,0,1,0,0
"2211",2.82842712474619,0,0.854400374531753,0,0,0,1,0
"2213",3.16227766016838,1.4142135623731,1.00995049383621,0,1,0,0,0
"2214",4.47213595499958,1.4142135623731,1.38924439894498,1,1,0,0,0
"2215",3.3166247903554,1.73205080756888,1.95192212959431,1,1,0,0,0
"2216",4.24264068711928,1,1.01980390271856,0,1,0,0,0
"2217",3.16227766016838,1.73205080756888,0.98488578017961,0,1,0,0,0
"2219",1.73205080756888,1,1.12694276695846,1,1,0,0,0
"2220",0,0,1.00995049383621,0,0,0,1,0
"2221",1,1.73205080756888,2.12367605815953,0,1,0,0,0
"2222",3,1.4142135623731,2.23606797749979,1,1,0,0,0
"2223",2.23606797749979,1.73205080756888,2.23606797749979,1,0,1,0,0
"2224",2.44948974278318,1.4142135623731,1.4247806848775,1,0,0,1,0
"2225",2,1.73205080756888,0.969535971483266,1,0,1,0,0
"2226",1.73205080756888,1.73205080756888,1.9672315572906,1,1,0,0,0
"2228",1,2,2.03224014329016,0,1,0,0,0
"2230",4.47213595499958,2,1.70293863659264,1,1,0,0,0
"2231",4.47213595499958,1.4142135623731,1.38924439894498,1,1,0,0,0
"2232",2,1.73205080756888,1.3076696830622,0,1,0,0,0
"2234",3.16227766016838,1.73205080756888,1.50332963783729,0,1,0,0,0
"2237",4.12310562561766,1.4142135623731,1.83030052177231,1,1,0,0,0
"2238",4.35889894354067,1.4142135623731,0.670820393249937,0,0,1,0,0
"2239",2.23606797749979,0,1.19582607431014,1,0,0,1,0
"2241",4.47213595499958,1.73205080756888,1.9672315572906,0,1,0,0,0
"2242",3.87298334620742,2,1.04403065089106,1,1,0,0,0
"2243",0,1.73205080756888,1.24498995979887,1,0,0,0,1
"2244",2,1.73205080756888,0.92736184954957,0,0,1,0,0
"2245",2,1.73205080756888,2.09284495364563,0,0,1,0,0
"2246",4,1.73205080756888,1.95192212959431,1,1,0,0,0
"2247",2.82842712474619,1.4142135623731,1.38202749610853,1,1,0,0,0
"2248",2.64575131106459,0,1.86547581061776,0,0,0,1,0
"2249",4.24264068711928,2,1.33041346956501,1,1,0,0,0
"2250",2.64575131106459,1.4142135623731,0.830662386291807,0,1,0,0,0
"2251",2.23606797749979,1.73205080756888,2.23606797749979,0,1,0,0,0
"2252",2.64575131106459,2,1.42126704035519,1,0,1,0,0
"2254",1,1.4142135623731,0.860232526704263,0,0,0,1,0
"2255",2.44948974278318,1.73205080756888,1.38202749610853,0,1,0,0,0
"2257",1,2,2.23606797749979,0,0,0,1,0
"2259",1.73205080756888,1.4142135623731,1.64012194668567,0,0,1,0,0
"2260",4.47213595499958,2,1.66733320005331,1,1,0,0,0
"2261",1.73205080756888,1.73205080756888,1.06301458127346,1,0,0,1,0
"2262",2.44948974278318,0,1.27279220613579,1,0,0,1,0
"2263",1,0,0.866025403784439,1,0,0,1,0
"2264",4,2,2.23606797749979,0,1,0,0,0
"2265",0,1.73205080756888,2.04694894904587,0,0,1,0,0
"2266",2.64575131106459,1.4142135623731,2.23606797749979,1,0,0,0,1
"2268",3.3166247903554,0,1.03440804327886,0,0,0,1,0
"2270",4.47213595499958,2,2.04694894904587,0,1,0,0,0
"2271",3.60555127546399,1,0.883176086632785,0,0,0,1,0
"2273",1.73205080756888,1.4142135623731,1.98494332412792,0,1,0,0,0
"2274",3.3166247903554,1,1.63401346383682,0,1,0,0,0
"2275",2.82842712474619,1.73205080756888,0.793725393319377,0,1,0,0,0
"2276",3.3166247903554,0,1.0816653826392,0,0,0,1,0
"2277",2.82842712474619,0,1.7464249196573,1,0,1,0,0
"2278",1,2,2.23606797749979,1,0,0,1,0
"2279",3.74165738677394,2,1.47648230602334,0,1,0,0,0
"2280",4.47213595499958,1.73205080756888,1.72046505340853,0,1,0,0,0
"2281",2,1.73205080756888,2.04694894904587,1,0,0,1,0
"2282",4.47213595499958,2,2.22036033111745,1,1,0,0,0
"2283",1,0,1.09544511501033,1,0,0,1,0
"2284",2.82842712474619,2,2.2,1,0,1,0,0
"2285",2.23606797749979,2,2.23606797749979,1,1,0,0,0
"2287",3.74165738677394,1.4142135623731,2.01494416796099,0,0,0,1,0
"2288",4.47213595499958,1.4142135623731,1.46628782986152,1,1,0,0,0
"2290",4,0,1.24096736459909,0,0,0,1,0
"2291",4.24264068711928,1.4142135623731,0.648074069840786,1,0,1,0,0
"2292",2.44948974278318,2,2.23606797749979,1,0,1,0,0
"2293",1.4142135623731,1.73205080756888,1.2,0,0,0,1,0
"2294",2,1.4142135623731,1.61554944214035,0,0,1,0,0
"2295",4.24264068711928,0,1.01980390271856,1,0,1,0,0
"2296",0,0,0.8,1,0,0,1,0
"2298",0,1.4142135623731,1.43527000944073,0,0,1,0,0
"2300",4.47213595499958,2,2.23606797749979,1,1,0,0,0
"2301",2.23606797749979,1.73205080756888,1.7464249196573,0,1,0,0,0
"2302",3.74165738677394,1.73205080756888,1.24498995979887,0,1,0,0,0
"2306",4.47213595499958,1.73205080756888,1.1,1,1,0,0,0
"2307",4.47213595499958,1,1.43527000944073,0,0,0,1,0
"2308",3.74165738677394,1.73205080756888,1.12694276695846,1,0,1,0,0
"2309",0,2,2.23606797749979,0,1,0,0,0
"2310",2.44948974278318,1.4142135623731,0.678232998312527,0,0,1,0,0
"2311",4.47213595499958,0,0.854400374531753,0,0,0,1,0
"2313",3.87298334620742,1,0.670820393249937,1,1,0,0,0
"2314",4.47213595499958,2,2.23606797749979,0,1,0,0,0
"2315",3.46410161513775,1,0.979795897113271,1,1,0,0,0
"2317",4.47213595499958,1,2.23606797749979,0,1,0,0,0
"2318",3.3166247903554,0,1.01488915650922,0,1,0,0,0
"2321",2.23606797749979,1.4142135623731,1.4560219778561,1,1,0,0,0
"2322",2.44948974278318,1.73205080756888,1.17898261225516,0,0,1,0,0
"2323",3.46410161513775,2,2.23606797749979,1,1,0,0,0
"2326",0,1.73205080756888,1.01488915650922,0,1,0,0,0
"2327",3.16227766016838,1.4142135623731,1.06770782520313,1,1,0,0,0
"2328",2.64575131106459,1.73205080756888,1.31909059582729,0,1,0,0,0
"2329",3.16227766016838,1.73205080756888,1.12249721603218,1,1,0,0,0
"2330",3.46410161513775,1.73205080756888,2.23606797749979,0,1,0,0,0
"2331",1,1,0,0,0,0,0,1
"2332",0,1.73205080756888,1.31909059582729,0,0,1,0,0
"2333",1.4142135623731,1.4142135623731,2.23606797749979,1,1,0,0,0
"2334",3,2,1.26885775404495,1,0,0,1,0
"2335",2.64575131106459,2,2.23606797749979,1,0,1,0,0
"2336",1.73205080756888,1,1.47986485869487,1,0,0,0,1
"2338",2.64575131106459,2,1.01488915650922,0,0,0,0,1
"2339",3,1,1.14017542509914,0,1,0,0,0
"2340",3.16227766016838,1.73205080756888,2.23606797749979,0,1,0,0,0
"2341",2,1.4142135623731,1.81934053986603,1,1,0,0,0
"2342",4.47213595499958,2,2.22036033111745,1,1,0,0,0
"2343",3.16227766016838,1.73205080756888,1.80554700852678,0,1,0,0,0
"2344",3.60555127546399,1.73205080756888,1.12694276695846,1,0,0,0,1
"2345",0,1.73205080756888,0.774596669241483,1,0,1,0,0
"2346",3.60555127546399,1.73205080756888,0.877496438739212,0,0,1,0,0
"2347",2.64575131106459,1,0.748331477354788,0,0,1,0,0
"2348",4.47213595499958,1.73205080756888,2.23606797749979,1,1,0,0,0
"2350",2.82842712474619,1.73205080756888,1.86547581061776,1,1,0,0,0
"2353",4.47213595499958,2,2.23606797749979,1,1,0,0,0
"2354",2.44948974278318,1.73205080756888,1.38924439894498,0,0,1,0,0
"2355",1.4142135623731,1.73205080756888,1.31909059582729,0,0,1,0,0
"2357",3.46410161513775,1.73205080756888,0.98488578017961,0,1,0,0,0
"2358",1.73205080756888,2,2.23606797749979,0,1,0,0,0
"2359",2.82842712474619,2,1.86547581061776,0,0,0,0,1
"2360",3.46410161513775,1,1.83030052177231,0,1,0,0,0
"2361",0,1.73205080756888,2.23606797749979,1,1,0,0,0
"2362",2,1.73205080756888,0.932737905308881,1,0,0,0,1
"2363",0,1,1.01488915650922,1,0,1,0,0
"2364",3.46410161513775,1.4142135623731,2.11660104885167,0,1,0,0,0
"2366",3.16227766016838,1.73205080756888,1.95192212959431,0,1,0,0,0
"2367",3.60555127546399,1.73205080756888,1.24498995979887,0,1,0,0,0
"2368",1.4142135623731,1,1.70293863659264,0,0,0,1,0
"2369",4.47213595499958,1.4142135623731,1.25299640861417,0,1,0,0,0
"2370",2.23606797749979,1.4142135623731,1.26491106406735,1,0,1,0,0
"2371",3,1.73205080756888,0.969535971483266,0,1,0,0,0
"2372",1,1.4142135623731,1.22882057274445,1,1,0,0,0
"2373",4.47213595499958,2,1.82756668824971,0,1,0,0,0
"2374",2.44948974278318,1.73205080756888,1.42828568570857,0,1,0,0,0
"2375",3.16227766016838,1.4142135623731,1.5556349186104,1,0,0,1,0
"2376",3.74165738677394,0,0.781024967590665,0,0,0,1,0
"2378",4,1.73205080756888,1.76635217326557,1,1,0,0,0
"2379",4.47213595499958,1.4142135623731,1.40356688476182,0,1,0,0,0
"2380",3,1.73205080756888,2.03224014329016,0,1,0,0,0
"2381",2.82842712474619,2,1.28062484748657,0,1,0,0,0
"2382",1.73205080756888,1.73205080756888,2.16101827849743,0,1,0,0,0
"2384",2.64575131106459,1.73205080756888,1.46287388383278,1,0,1,0,0
"2385",3.46410161513775,1.73205080756888,1.95192212959431,1,1,0,0,0
"2386",3.74165738677394,1.73205080756888,1.37477270848675,0,1,0,0,0
"2387",2.44948974278318,0,1.02469507659596,0,0,0,1,0
"2389",1.4142135623731,1.73205080756888,1.59059737205869,0,1,0,0,0
"2390",2.44948974278318,1.73205080756888,1.7832554500127,0,0,0,0,1
"2391",3.87298334620742,1,2.23606797749979,1,0,0,0,1
"2392",2.23606797749979,0,1.00498756211209,1,1,0,0,0
"2394",4.24264068711928,1.73205080756888,1.47986485869487,1,0,0,1,0
"2395",4.47213595499958,1.73205080756888,2.18403296678416,0,1,0,0,0
"2396",3.16227766016838,1.73205080756888,1.95703857907809,1,0,1,0,0
"2397",0,1.73205080756888,0.877496438739212,0,1,0,0,0
"2398",3.16227766016838,2,2.23606797749979,1,1,0,0,0
"2401",4.12310562561766,1.4142135623731,1.66733320005331,0,1,0,0,0
"2402",1.4142135623731,1.4142135623731,2.1540659228538,0,0,1,0,0
"2403",1.4142135623731,1,1.20830459735946,0,1,0,0,0
"2405",3,2,0.877496438739212,1,0,1,0,0
"2406",4,1.73205080756888,1.54596248337403,0,1,0,0,0
"2407",1.4142135623731,1.4142135623731,1.31909059582729,1,0,1,0,0
"2408",4.12310562561766,1,0.98488578017961,0,0,1,0,0
"2409",1.73205080756888,2,1.47986485869487,1,1,0,0,0
"2410",2,1.73205080756888,1.75783958312469,1,0,0,1,0
"2412",3.16227766016838,1.4142135623731,0.346410161513775,1,1,0,0,0
"2413",1.4142135623731,1,1.25299640861417,0,0,0,1,0
"2414",2.64575131106459,1.4142135623731,2.23606797749979,0,1,0,0,0
"2415",0,1.73205080756888,0.806225774829855,0,0,0,1,0
"2416",3.46410161513775,1,0.836660026534076,0,0,0,1,0
"2417",3.46410161513775,2,1.86547581061776,1,0,0,0,1
"2420",3.16227766016838,2,2.23606797749979,0,1,0,0,0
"2421",3.74165738677394,2,2.23606797749979,1,1,0,0,0
"2422",2.44948974278318,0,0.721110255092798,0,0,0,1,0
"2423",3.60555127546399,1,0.836660026534076,1,0,1,0,0
"2426",4.47213595499958,2,2.23606797749979,1,1,0,0,0
"2427",4.47213595499958,1.73205080756888,1.79443584449264,0,1,0,0,0
"2429",2,1.4142135623731,1.9672315572906,1,0,0,1,0
"2430",3.16227766016838,2,0.9,0,0,1,0,0
"2431",4.12310562561766,1,2.23606797749979,1,1,0,0,0
"2432",4.47213595499958,1.73205080756888,1.74068951855292,1,0,1,0,0
"2433",0,2,2.23606797749979,0,1,0,0,0
"2434",2.23606797749979,1.73205080756888,0.648074069840786,1,0,0,1,0
"2435",4.47213595499958,1,1.34164078649987,0,1,0,0,0
"2436",3.16227766016838,2,2.23606797749979,0,1,0,0,0
"2438",4.47213595499958,1.4142135623731,1.54596248337403,0,1,0,0,0
"2439",2.23606797749979,1,1.75783958312469,1,0,0,1,0
"2440",2.23606797749979,1.73205080756888,1.79443584449264,0,0,0,0,1
"2441",4.47213595499958,1.73205080756888,2.23606797749979,1,1,0,0,0
"2442",1.4142135623731,2,1.19582607431014,1,0,1,0,0
"2444",0,1.73205080756888,0.92736184954957,0,0,1,0,0
"2445",4.47213595499958,1.73205080756888,1.13578166916005,1,0,1,0,0
"2446",4.47213595499958,2,2.12367605815953,0,1,0,0,0
"2447",2.23606797749979,1.4142135623731,0.714142842854285,0,1,0,0,0
"2448",3.3166247903554,1.4142135623731,1.69410743460974,1,0,1,0,0
"2449",3.16227766016838,1.4142135623731,1.01488915650922,1,1,0,0,0
"2450",4,1.73205080756888,2.2,1,1,0,0,0
"2451",4.47213595499958,2,2.23606797749979,1,0,1,0,0
"2452",2.23606797749979,1.4142135623731,0.6,1,0,0,1,0
"2453",4.47213595499958,0,0.781024967590665,1,0,0,1,0
"2454",2,2,2.23606797749979,1,1,0,0,0
"2455",1.73205080756888,0,1.17473401244707,0,1,0,0,0
"2456",2.23606797749979,1,1.92093727122985,0,0,0,1,0
"2457",2,1.4142135623731,1.33041346956501,1,0,1,0,0
"2458",3.87298334620742,1.73205080756888,1.29228479833201,0,1,0,0,0
"2460",3.87298334620742,2,1.85202591774521,1,0,1,0,0
"2461",1,1,1.13137084989848,1,0,0,1,0
"2462",0,1,0.916515138991168,1,0,1,0,0
"2463",1,1.73205080756888,2.08566536146142,0,0,1,0,0
"2464",1.73205080756888,1,0.92736184954957,0,0,0,0,1
"2469",1,0,0.748331477354788,0,0,0,1,0
"2470",3.46410161513775,1.73205080756888,1.63401346383682,1,1,0,0,0
"2472",3.60555127546399,2,2.06881608655772,0,1,0,0,0
"2473",3,1,2.11660104885167,0,1,0,0,0
"2474",1,2,1.50332963783729,1,1,0,0,0
"2475",3.3166247903554,1,1.56843871413581,1,0,0,0,1
"2476",3.16227766016838,1,1.4456832294801,0,1,0,0,0
"2477",2,2,1.19582607431014,1,1,0,0,0
"2479",3.87298334620742,1.73205080756888,2.1095023109729,0,0,1,0,0
"2480",2,1,1.40356688476182,0,0,1,0,0
"2484",3.46410161513775,1.4142135623731,1.03923048454133,1,0,1,0,0
"2485",3.3166247903554,1.4142135623731,1.25299640861417,0,1,0,0,0
"2486",3.60555127546399,2,1.7832554500127,1,0,0,0,1
"2487",1,1.73205080756888,2.23606797749979,1,0,1,0,0
"2488",3.3166247903554,0,1.13578166916005,0,0,0,1,0
"2489",1.4142135623731,1.4142135623731,2.23606797749979,0,1,0,0,0
"2490",0,2,2.23606797749979,0,1,0,0,0
"2491",2,2,2.23606797749979,1,1,0,0,0
"2492",2.64575131106459,0,1.60312195418814,1,1,0,0,0
"2494",4.24264068711928,2,1.24899959967968,1,0,1,0,0
"2496",0,2,1.43527000944073,0,0,0,0,1
"2497",4.47213595499958,1.4142135623731,0.932737905308881,1,1,0,0,0
"2499",2.44948974278318,1.73205080756888,2.23606797749979,1,1,0,0,0
"2500",0,0,1.75783958312469,1,1,0,0,0
"2501",2.44948974278318,1.73205080756888,1.73205080756888,1,1,0,0,0
"2502",0,1.4142135623731,0.761577310586391,0,0,0,1,0
"2504",1.4142135623731,1.4142135623731,1.51986841535707,0,0,1,0,0
"2506",3.74165738677394,2,2.23606797749979,0,1,0,0,0
"2507",1.4142135623731,2,2.23606797749979,1,0,0,0,1
"2508",3,2,2.23606797749979,0,1,0,0,0
"2509",3.60555127546399,2,2.23606797749979,0,1,0,0,0
"2510",2,2,2.23606797749979,1,0,0,0,1
"2511",3,2,0.932737905308881,0,1,0,0,0
"2513",2.23606797749979,1,1.30384048104053,1,0,1,0,0
"2514",4.47213595499958,1.4142135623731,1.49331845230681,1,1,0,0,0
"2516",4,2,1.43527000944073,1,0,0,0,1
"2517",3.46410161513775,1.4142135623731,1.4,0,1,0,0,0
"2518",3.87298334620742,2,1.24096736459909,1,1,0,0,0
"2519",3.74165738677394,2,2.23606797749979,0,1,0,0,0
"2520",1.73205080756888,1.73205080756888,2.23606797749979,0,0,0,1,0
"2522",1.73205080756888,1.73205080756888,1.7832554500127,1,0,0,0,1
"2523",0,1.4142135623731,2.23606797749979,0,1,0,0,0
"2524",2.44948974278318,1.4142135623731,1.0770329614269,0,0,0,1,0
"2525",4.12310562561766,1.73205080756888,1.1,1,1,0,0,0
"2527",3.46410161513775,2,2.23606797749979,0,0,0,0,1
"2528",1.4142135623731,1,0.692820323027551,0,0,1,0,0
"2529",4.47213595499958,1,1.28452325786651,1,1,0,0,0
"2531",0,1.4142135623731,1.50332963783729,1,0,1,0,0
"2532",3.46410161513775,1.4142135623731,0.877496438739212,0,1,0,0,0
"2534",3.16227766016838,1.4142135623731,1.59373774505092,1,1,0,0,0
"2535",3.60555127546399,1.73205080756888,1.95192212959431,1,0,1,0,0
"2536",3.46410161513775,2,2.1095023109729,1,1,0,0,0
"2537",2.44948974278318,2,1.47986485869487,0,1,0,0,0
"2538",4.47213595499958,2,1.38924439894498,1,1,0,0,0
"2540",1.73205080756888,0,0,0,0,0,0,1
"2541",4.47213595499958,1.4142135623731,1.13578166916005,1,1,0,0,0
"2542",3.16227766016838,1.73205080756888,1.33041346956501,1,1,0,0,0
"2543",1.4142135623731,0,0.734846922834953,0,0,0,1,0
"2544",2.64575131106459,1.4142135623731,1.17473401244707,1,0,0,1,0
"2546",1,2,1.86547581061776,1,1,0,0,0
"2547",3,1,1.44913767461894,1,0,1,0,0
"2548",4,1.73205080756888,1.00995049383621,0,1,0,0,0
"2549",1.4142135623731,1,1.06301458127346,0,0,0,1,0
"2551",4,1,1.38202749610853,0,0,1,0,0
"2552",3.3166247903554,2,2.23606797749979,1,0,1,0,0
"2553",2.64575131106459,1,1.28452325786651,0,0,0,1,0
"2554",4.47213595499958,1.73205080756888,1.96468827043885,1,0,1,0,0
"2555",4.47213595499958,1.4142135623731,1.58113883008419,1,1,0,0,0
"2556",3.3166247903554,0,1.26095202129185,0,1,0,0,0
"2557",2,1.73205080756888,1.75783958312469,1,1,0,0,0
"2558",1.4142135623731,2,1.7832554500127,0,1,0,0,0
"2559",4.12310562561766,2,1.63401346383682,0,0,1,0,0
"2560",4.47213595499958,1.4142135623731,1.00995049383621,0,1,0,0,0
"2561",2.23606797749979,2,2.16101827849743,1,1,0,0,0
"2562",1,1.4142135623731,1.90525588832577,0,0,0,1,0
"2565",0,1,1.27671453348037,1,0,1,0,0
"2566",4.47213595499958,2,2.23606797749979,1,1,0,0,0
"2567",2.23606797749979,1.73205080756888,1.03923048454133,0,1,0,0,0
"2568",2.64575131106459,1.73205080756888,1.67928556237467,0,1,0,0,0
"2570",1,2,2.23606797749979,1,1,0,0,0
"2571",2.44948974278318,1.73205080756888,1.43178210632764,0,0,0,1,0
"2572",1.4142135623731,1.73205080756888,1.89208879284245,0,0,1,0,0
"2574",3.60555127546399,1.73205080756888,2.23606797749979,1,0,0,0,1
"2575",2.23606797749979,0,0.761577310586391,1,0,0,1,0
"2576",4.24264068711928,1.4142135623731,1.35277492584687,0,1,0,0,0
"2577",0,1.73205080756888,2.23606797749979,1,1,0,0,0
"2578",3.3166247903554,0,1.0295630140987,1,1,0,0,0
"2579",3.46410161513775,1.73205080756888,1.2369316876853,0,0,1,0,0
"2583",4.47213595499958,2,1.60312195418814,0,1,0,0,0
"2587",1.73205080756888,2,2.23606797749979,1,0,0,1,0
"2589",4.47213595499958,1.4142135623731,1.35277492584687,0,1,0,0,0
"2592",4.47213595499958,1.73205080756888,1.17473401244707,0,1,0,0,0
"2593",2.64575131106459,1.73205080756888,0.9,0,0,1,0,0
"2594",4.12310562561766,1.4142135623731,0.866025403784439,0,0,1,0,0
"2595",4.12310562561766,1.73205080756888,1.91833260932509,0,1,0,0,0
"2597",1,1,1.10453610171873,1,0,1,0,0
"2598",3.87298334620742,1.4142135623731,1.20830459735946,0,1,0,0,0
"2599",3.16227766016838,2,1.1,1,0,0,0,1
"2600",0,2,2.23606797749979,0,0,1,0,0
"2603",4.35889894354067,0,1.26095202129185,0,0,1,0,0
"2604",4.47213595499958,1.73205080756888,2.1095023109729,1,0,1,0,0
"2605",1.4142135623731,2,2.23606797749979,1,1,0,0,0
"2607",3,1.73205080756888,2.23606797749979,0,1,0,0,0
"2608",2.82842712474619,1.4142135623731,2.23606797749979,0,0,0,1,0
"2609",2.23606797749979,1.73205080756888,0.812403840463596,1,0,1,0,0
"2610",2.23606797749979,2,2.23606797749979,0,1,0,0,0
"2611",3.74165738677394,0,0.53851648071345,1,0,0,1,0
"2613",2.82842712474619,1.4142135623731,1.03923048454133,0,1,0,0,0
"2614",4.47213595499958,1.4142135623731,1.31909059582729,0,1,0,0,0
"2615",3.87298334620742,1.73205080756888,1.97989898732233,1,1,0,0,0
"2616",3.3166247903554,1.73205080756888,2.23606797749979,0,1,0,0,0
"2617",3.87298334620742,1.73205080756888,1.97989898732233,0,0,0,1,0
"2618",4.47213595499958,1,1.15758369027902,0,1,0,0,0
"2619",1,1.73205080756888,1.88148877222268,0,1,0,0,0
"2620",2.64575131106459,0,1.6062378404209,0,0,0,1,0
"2621",2,1.73205080756888,1.26885775404495,0,0,0,1,0
"2623",3.3166247903554,2,1.14455231422596,0,0,0,0,1
"2624",1.73205080756888,1.73205080756888,1.0295630140987,0,1,0,0,0
"2625",4.47213595499958,2,1.82756668824971,1,1,0,0,0
"2627",3,1.4142135623731,1.17898261225516,0,1,0,0,0
"2629",1.73205080756888,1.4142135623731,1.66433169770932,0,0,1,0,0
"2630",1,1.4142135623731,1.01488915650922,0,0,1,0,0
"2633",4,2,2.23606797749979,1,1,0,0,0
"2634",2.44948974278318,1.73205080756888,1.10453610171873,0,1,0,0,0
"2635",4.12310562561766,0,0.877496438739212,0,0,1,0,0
"2636",2.23606797749979,1.4142135623731,1.49331845230681,0,1,0,0,0
"2638",3.3166247903554,1.73205080756888,2.2,1,0,0,1,0
"2639",3,2,2.23606797749979,1,1,0,0,0
"2640",2.23606797749979,1.4142135623731,1.61245154965971,0,0,0,0,1
"2641",2.64575131106459,2,1.3076696830622,1,0,1,0,0
"2644",2.23606797749979,2,2.23606797749979,0,1,0,0,0
"2645",1.4142135623731,1.73205080756888,1.95192212959431,1,1,0,0,0
"2646",4.47213595499958,1,0.877496438739212,0,1,0,0,0
"2647",3,2,0.812403840463596,0,1,0,0,0
"2648",0,2,2.23606797749979,1,1,0,0,0
"2649",4.47213595499958,1.73205080756888,1.7832554500127,1,1,0,0,0
"2650",2.82842712474619,1.73205080756888,2.22036033111745,0,1,0,0,0
"2651",2.82842712474619,1.73205080756888,0.916515138991168,0,0,0,0,1
"2652",3.74165738677394,1,2.23606797749979,1,1,0,0,0
