"Age"
80
70
77
80
75
61
65
80
61
77
64
72
64
71
69
76
61
78
63
61
60
71
80
78
68
69
65
80
80
72
61
75
68
64
69
65
61
60
80
60
71
78
80
70
73
75
72
60
65
80
73
60
68
68
61
80
71
68
64
67
68
62
80
63
74
74
70
71
68
72
69
67
71
72
66
80
74
64
80
62
68
64
79
63
60
62
72
68
66
68
79
60
60
65
65
65
65
61
70
62
71
70
80
66
66
80
66
70
62
70
61
68
60
80
60
80
80
62
62
80
75
67
72
72
66
67
79
80
61
62
80
63
74
61
71
66
64
80
67
65
62
80
70
74
69
61
62
64
64
80
80
61
74
62
69
65
70
73
60
61
64
80
70
80
63
80
61
64
63
80
80
74
71
66
61
80
80
76
80
79
60
60
69
66
63
63
62
60
72
66
65
63
69
64
61
64
70
78
75
80
63
69
80
64
77
60
68
60
62
67
71
66
60
72
72
69
80
62
62
69
60
68
67
64
76
71
80
80
69
79
80
68
67
67
63
72
76
69
80
73
68
61
67
67
80
65
80
65
80
63
80
68
70
61
71
69
61
63
80
79
62
65
60
63
66
70
64
75
69
62
76
65
62
70
65
60
69
74
80
80
60
62
60
62
72
64
76
67
80
80
62
61
69
69
65
80
60
65
60
74
64
74
80
61
60
61
64
69
76
65
76
68
62
76
74
61
62
79
80
74
80
68
75
60
63
61
62
80
80
63
62
62
77
71
64
73
73
67
62
73
64
62
80
73
73
63
60
63
60
60
60
80
72
78
71
77
71
75
61
65
63
64
60
63
61
65
80
61
63
62
74
78
80
60
68
63
61
66
80
61
71
73
80
66
62
75
75
72
72
68
69
71
68
67
68
73
61
65
77
63
63
63
61
63
60
70
66
76
69
66
79
62
65
64
64
80
63
61
65
67
69
62
64
65
70
73
80
65
74
60
80
62
65
69
63
76
68
72
63
67
61
71
72
78
74
60
63
62
80
63
60
62
63
80
71
64
61
80
70
64
65
64
80
63
80
68
80
71
60
77
80
64
77
68
66
61
60
63
73
63
69
74
74
70
70
70
61
60
70
74
70
70
80
66
74
79
69
70
63
65
60
60
73
66
62
64
61
64
64
72
64
69
78
70
68
64
80
65
60
75
66
64
64
68
73
73
80
68
70
74
72
61
75
65
69
62
80
76
60
64
68
72
77
63
60
72
62
72
73
75
77
76
68
67
78
78
66
66
67
71
64
75
76
60
67
68
80
74
78
73
67
80
80
80
65
68
77
77
60
70
74
72
72
62
75
61
73
70
60
80
61
74
61
64
80
77
80
65
65
80
61
80
60
76
70
80
79
62
69
64
75
80
76
73
62
61
79
79
76
67
71
63
68
68
80
69
60
67
63
80
62
63
63
80
65
76
70
77
80
64
70
66
67
63
69
72
62
64
62
76
62
73
60
62
80
67
79
80
67
71
80
63
66
64
60
60
78
79
67
71
60
80
65
80
72
66
65
60
65
63
70
65
79
72
63
60
80
80
68
63
65
80
63
79
80
75
72
60
80
70
62
75
61
62
74
70
74
78
63
60
60
61
80
64
63
71
80
61
74
70
80
80
69
66
64
63
78
74
70
65
63
70
70
72
80
67
68
68
69
79
61
61
77
64
80
78
63
77
65
69
70
80
60
60
66
63
66
67
80
61
62
80
64
67
80
73
62
61
73
70
65
75
67
64
62
73
79
61
80
80
64
61
70
78
80
65
73
74
80
62
79
60
80
75
70
62
80
74
75
74
74
74
80
72
79
80
64
60
80
67
72
75
68
77
80
78
65
60
68
61
74
67
63
80
80
72
71
62
66
72
80
72
60
80
65
66
62
80
80
69
78
80
73
69
71
74
66
73
66
62
75
75
71
68
79
67
60
62
79
66
67
65
62
67
60
80
62
65
63
74
80
80
73
66
61
77
64
65
64
80
74
80
62
73
70
63
66
80
69
60
65
80
62
63
70
66
79
63
65
65
69
80
61
80
70
64
64
61
67
80
70
70
80
65
65
63
68
79
63
71
65
64
75
80
63
61
69
79
80
62
75
70
63
65
74
65
75
66
77
68
80
70
62
69
80
80
61
73
62
79
62
80
69
60
70
67
61
63
72
67
62
80
60
60
73
62
65
73
63
62
60
80
74
62
61
70
80
65
80
61
62
60
80
80
61
77
69
60
60
68
63
71
80
67
63
63
77
76
80
76
69
63
80
80
80
63
65
65
75
61
70
75
79
60
80
80
63
80
80
67
71
60
80
64
60
64
66
77
63
60
62
60
75
73
70
75
78
68
61
74
73
80
62
62
64
80
64
61
60
63
61
62
78
62
65
80
80
66
69
63
70
68
80
62
61
73
64
63
61
80
63
65
60
68
80
64
68
68
69
67
80
69
80
65
74
76
63
73
60
63
64
65
60
70
65
71
63
70
76
67
80
65
60
80
60
75
80
60
74
61
73
80
70
69
76
74
77
67
64
68
80
61
63
80
67
80
63
80
63
64
62
77
61
77
65
62
68
69
77
60
61
68
65
80
66
60
69
72
73
61
65
69
75
60
65
62
80
72
72
80
67
62
70
71
73
61
64
77
65
78
66
69
78
80
77
80
80
64
75
62
68
71
68
63
64
72
64
64
68
77
70
65
61
62
80
64
67
61
60
64
70
66
64
61
66
63
68
71
66
80
73
80
62
63
60
71
63
80
67
80
69
60
61
80
71
62
69
63
71
61
66
63
66
65
74
74
66
67
78
67
74
72
74
77
71
70
62
62
60
80
62
80
71
62
80
68
60
70
65
63
61
70
63
64
73
77
80
62
63
64
77
61
80
69
78
80
64
80
61
72
65
75
63
62
63
80
73
75
60
66
74
67
73
66
62
64
80
63
60
68
62
62
65
80
80
75
62
74
72
66
64
61
73
64
62
66
69
70
64
66
66
74
62
80
63
80
63
66
69
60
63
60
66
60
76
72
74
72
62
76
80
80
80
64
80
71
80
68
76
64
79
64
69
65
65
69
80
80
80
75
70
68
80
80
74
72
74
67
80
64
74
77
62
80
61
62
61
64
64
63
74
71
80
61
61
69
66
66
72
60
67
80
80
66
68
67
74
69
62
64
80
61
60
70
72
70
64
60
62
70
74
80
69
70
61
72
80
65
79
70
80
80
77
67
76
65
80
77
78
60
71
72
80
76
64
64
69
65
71
67
71
80
80
76
68
79
67
69
60
60
73
70
66
72
67
74
80
60
61
72
75
62
74
66
78
76
76
70
80
61
80
66
65
63
64
65
80
61
80
63
66
69
74
60
69
78
64
78
71
73
72
73
67
63
68
72
68
80
67
69
62
74
70
64
61
64
80
71
67
76
61
62
69
76
80
63
74
65
63
80
69
61
79
68
66
62
74
73
77
80
63
80
68
70
80
61
76
79
61
71
72
80
62
80
61
62
73
80
60
80
80
70
66
62
80
65
62
60
60
63
80
80
73
64
69
67
80
67
63
80
65
70
64
80
62
80
67
67
77
63
62
76
61
73
70
71
72
66
80
69
80
80
60
70
73
80
65
73
73
68
78
61
60
65
63
67
60
73
76
62
70
80
78
80
75
74
60
63
60
62
80
80
72
80
80
74
66
64
63
62
67
62
74
80
65
65
72
80
60
69
60
65
65
79
61
68
75
80
60
68
76
66
80
80
80
63
80
65
73
67
63
62
64
69
75
65
66
77
61
67
64
61
60
68
76
63
75
80
63
63
61
78
68
72
64
73
69
65
66
76
73
64
64
61
67
63
72
75
77
73
63
66
62
72
80
80
61
73
67
80
66
60
75
76
80
63
67
66
74
66
66
78
72
80
77
80
65
75
63
63
66
80
63
66
73
65
62
67
69
80
68
80
67
62
63
68
69
60
77
71
60
80
64
60
70
72
60
80
68
70
80
71
78
70
63
60
61
69
65
66
64
63
61
80
80
64
70
77
79
65
80
75
60
64
64
76
68
67
78
67
65
67
61
66
61
63
80
63
66
61
76
60
67
71
80
73
63
71
68
71
68
61
74
80
64
80
61
68
65
74
80
76
78
66
62
64
78
60
60
80
65
74
80
80
74
60
66
80
75
80
72
80
71
65
66
72
60
70
67
70
72
61
60
62
69
67
63
67
69
70
64
80
70
73
60
73
67
80
68
80
66
62
72
63
68
72
60
64
60
72
70
73
62
80
65
69
61
80
66
70
74
76
80
69
68
63
67
72
74
66
62
66
75
65
78
80
70
60
70
77
62
62
69
76
62
77
63
64
70
62
67
60
72
72
70
74
66
73
80
80
64
70
77
80
60
65
80
70
80
65
65
80
62
60
80
80
65
71
70
76
80
65
80
64
63
65
64
75
75
61
60
61
63
61
72
73
69
61
71
70
64
75
64
72
71
73
61
71
62
60
64
67
78
60
80
66
60
66
60
62
74
62
69
73
64
69
65
80
76
72
75
74
63
63
60
66
77
72
62
80
60
72
70
73
72
66
80
63
80
70
62
67
61
69
76
62
76
71
67
80
80
71
64
62
77
80
65
61
60
80
65
67
61
66
62
73
65
78
60
71
72
80
63
80
80
67
77
77
61
75
70
60
79
80
62
69
68
65
65
74
68
80
75
71
75
80
61
67
64
71
63
80
69
63
61
76
66
77
65
71
69
65
67
65
62
80
69
60
80
68
68
74
70
74
72
69
60
73
73
60
69
64
60
73
68
72
66
68
60
80
65
76
65
62
66
70
63
67
65
74
60
80
63
66
73
76
70
63
80
61
63
80
74
71
64
67
75
65
64
69
73
72
73
75
67
80
80
70
80
67
61
77
63
72
80
80
80
68
71
62
78
68
80
80
66
64
76
64
61
69
69
73
61
61
73
60
68
70
62
64
63
80
60
66
72
76
80
80
79
73
66
77
71
62
80
80
73
66
70
65
70
63
62
65
65
80
63
68
61
63
80
66
80
62
80
63
73
72
63
64
78
66
65
74
71
70
80
80
80
64
71
73
78
72
63
80
66
73
66
71
74
61
61
74
77
66
65
70
64
80
60
63
73
62
66
70
64
63
64
80
68
80
80
76
70
66
80
68
68
72
70
80
67
65
66
68
72
61
60
80
79
60
66
61
72
71
66
80
62
76
60
66
79
76
71
78
80
80
69
65
71
64
67
73
80
68
64
65
61
73
60
79
80
80
66
80
80
65
71
63
64
80
66
80
63
63
65
68
63
61
71
80
75
80
80
66
63
64
62
68
65
79
63
70
68
66
69
80
63
69
71
68
60
61
68
65
63
77
60
68
72
62
80
80
80
80
80
79
67
69
72
80
68
80
64
61
80
